sequence,hash,date,type,release,capabilities,subject_capabilities,references,files,insertions,deletions,subject
483,2a7d383351e14c75b83a8b921f8a7e554c45ac8d,2026-02-28T15:28:56-05:00,fix,no,mobile_pwa,mobile_pwa,,1,1,1,fix(daemon): move notification_bus init before ProposalManager construction
484,2519b46235a763005761b14bfe676e63dbcb6185,2026-02-28T16:02:05-05:00,feat,no,terminal;providers;testing_quality,terminal;providers,,3,164,0,feat(providers): add TerminalEvent types and parse_events() base method
485,b6f81f8e39ded4e04c31bcf4edada1cc9fc9e8ff,2026-02-28T16:06:07-05:00,feat,no,terminal;testing_quality,terminal,,2,1248,0,feat(pty): add custom TerminalEmulator replacing pyte
486,b419b560b73f1ffaf879d0c3d0046a23efdc2547,2026-02-28T16:09:03-05:00,refactor,no,terminal;resources;testing_quality,terminal;testing_quality,,3,39,167,refactor(pty): replace pyte with custom TerminalEmulator in buffer.py
487,bb40dce0d1ceabc87d13418c8f3aa2315b6bcae8,2026-02-28T16:11:43-05:00,feat,no,worker_state;providers;testing_quality,worker_state;providers,,2,239,0,feat(providers): implement Claude parse_events() and classify_with_events()
488,9feff36323f0566964700bde851dd85350da740d,2026-02-28T16:19:28-05:00,feat,no,drones;worker_state;workers;providers;testing_quality,drones,,5,350,48,feat(drones): thread structured events through pilot → rules decisions
489,2bbbefa2d2c7ea95a5805f1f1ed16ef82a95761e,2026-02-28T16:51:00-05:00,feat,no,drones;testing_quality,,,4,456,1,feat(api): add /health probe endpoint and approval-rules dry-run
490,b13723025cdd85648b1c2aed8f5f3fc89d53bd8b,2026-02-28T18:35:04-05:00,refactor,no,terminal;settings;ui_ux;testing_quality,terminal;testing_quality,,3,15,29,refactor(bridge): switch to render_ansi() for terminal snapshots
491,888ad305c4f74d59532a9efef6ae02a2cead5fb7,2026-02-28T18:48:00-05:00,feat,no,terminal;ui_ux,terminal,,2,82,0,feat(terminal): add Search and WebLinks xterm addons
492,1d4ff42101716f9ae3080c0b990914d0ceb8503f,2026-02-28T18:51:38-05:00,test,no,terminal;testing_quality,terminal;testing_quality,,2,96,0,"test(bridge,buffer): add render_ansi snapshot and roundtrip tests"
493,54debb6ed20c5615b492d50ba0d51bfb51db3e53,2026-02-28T19:20:45-05:00,feat,no,terminal;recovery;resources;ui_ux,terminal,,2,32,0,feat(terminal): add WebGL + Canvas GPU-accelerated rendering
494,c49f1fee21823598c738ab3f00b3db8d851c7a55,2026-02-28T19:24:29-05:00,feat,no,terminal;mobile_pwa;ui_ux,terminal,,1,38,3,feat(terminal): add onBell and onTitleChange event handlers
495,f05e1f1aae232d5697626713dc07a890b9ad5387,2026-02-28T19:27:08-05:00,feat,no,terminal;resources;ui_ux,terminal,,2,33,0,feat(terminal): add SerializeAddon and Export button
496,f93e77d99e2f033b12f6d212fa6137c36e2912b8,2026-02-28T19:35:27-05:00,feat,no,terminal;providers;ui_ux,terminal;providers,,1,38,1,feat(terminal): add custom link provider for file path detection
497,7592da0ba2d57fcc954c366935533e38af5f581a,2026-02-28T19:43:50-05:00,other,no,,,,0,0,0,Merge remote-tracking branch 'origin/main'
498,f62801fe19cff9e1e7c16da49c592b6cffc38802,2026-03-01T00:44:02Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.1 [skip ci]
499,efaf4c19c6274b6dfd99018c1900767841a11461,2026-02-28T20:56:32-05:00,fix,no,deploy_release;dev_mode;ui_ux,deploy_release;dev_mode;ui_ux,,1,1,1,fix(dashboard): hide stale CalVer version in dev mode footer
500,f6157605c7425391057e49cda405db9c133a2065,2026-03-01T01:57:11Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.1.2 [skip ci]
501,1ac05f2ae7ada1b7c8133baacfee72fd26f4b631,2026-02-28T21:37:45-05:00,fix,no,terminal;workers;deploy_release;ui_ux,deploy_release;ui_ux,,2,3,2,fix(dashboard): fix Ctrl+Tab double-cycling and update shortcut labels
502,0fbc765fc0fd63828c4a90649ccfc723396b6ba4,2026-03-01T02:38:05Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.1.3 [skip ci]
503,4b6ab725fe0b28f098836bc278747925ef8fce69,2026-02-28T23:00:59-05:00,feat,no,terminal;drones;providers;ui_ux;testing_quality,ui_ux,,12,784,20,feat(state): add style-aware state detection to reduce false positives
504,58ab1a49af9d7b6838b3e2c5265fd9159611bb87,2026-03-01T04:01:46Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.1.4 [skip ci]
505,1dfef8307e805e7d45eda5b8632b90152a2321a9,2026-03-01T12:52:17-05:00,fix,no,terminal;providers;ui_ux;testing_quality,ui_ux,,2,35,28,fix(state): use hint line instead of prompt char for styled prompt detection
506,c6bc66f26f5eea71fa47d9a8f71946b0f2cf6e3d,2026-03-01T17:52:39Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.1.5 [skip ci]
507,bbf1f0aa9f221999192a30202874ca8ef77d28e6,2026-03-01T14:07:17-05:00,feat,no,drones;ui_ux;testing_quality,drones,,11,1170,4,feat(analytics): add drone rule analytics and rule generation from logs
508,6f2495cbec3061e42080f74557c65392594f80f3,2026-03-01T19:29:19Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.1.6 [skip ci]
509,f396c711f79d9a4fcdfa04c56947ffdaf9cc2c2e,2026-03-01T15:35:23-05:00,feat,no,terminal;drones;workers;messaging;settings;providers;testing_quality,settings,,13,337,45,"feat(detection): harden safety net, fix image attachments, consolidate windows, add config thresholds"
510,b0117d1d5e61cbb538ea9ed5271abb817b0724fe,2026-03-01T16:16:34-05:00,fix,no,terminal;queen;providers;ui_ux;testing_quality,terminal;queen,,3,44,2,"fix(detection): fix plan detection, dedup queen banners, hide empty Custom Rule"
511,cca354a72fb27803ef79c2f9cd4df23d423ebb3d,2026-03-01T21:17:23Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.1.7 [skip ci]
512,e45f9727e72c1a766d89946a412e8a4e57a855d2,2026-03-01T20:44:07-05:00,feat,no,drones;settings;providers;ui_ux;testing_quality,providers,,22,2031,440,feat(providers): add custom LLM provider system and fix OpenCode detection
513,732160f69b1244625fe698d6f0a51ba19a9c72a7,2026-03-02T01:45:01Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.2 [skip ci]
514,4f50483bbc870c98345d48e1d231ee5ea9ea3e9b,2026-03-01T21:13:00-05:00,fix,no,recovery;resources;ui_ux,resources;ui_ux,,5,32,12,fix(dashboard): fix viewport cutoff on reload and eliminate duplicate toasts
515,a6bcd55aa60f6b45c3ad4a12bf3f6a9c2f21ec48,2026-03-02T02:13:46Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.2.2 [skip ci]
516,95c823113e018d10cf62fb7debfc5d9a59b87ad5,2026-03-01T21:50:28-05:00,fix,no,terminal;mobile_pwa;resources;ui_ux;testing_quality,terminal;mobile_pwa;resources,,4,64,13,fix(terminal): restore full scrollback on reload and fix mobile viewport race
517,cd350e8da18ff4f6c7ffd245675a16911caa7db4,2026-03-02T02:50:56Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.2.3 [skip ci]
518,bc75e7acd05e79b75d17196b56d2f818d0f51037,2026-03-01T22:15:15-05:00,chore,no,security_auth;providers;deploy_release,deploy_release,,1,3,0,chore(gitignore): exclude docs/specs/ from version control
519,0b905153273b0d50415129998bd6e003ee436fe8,2026-03-02T03:15:35Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.2.4 [skip ci]
520,ce1bae77f481667756c31b93f0e07cd744a3fc61,2026-03-02T09:40:39-05:00,feat,no,terminal;tasks;drones;ui_ux;testing_quality,ui_ux,,9,161,84,feat(dashboard): capture prompt_snippet for rule creation and buzz log context
521,63d62c4108d3b0b122e061322863afbfca126315,2026-03-02T15:12:47Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.2.5 [skip ci]
522,6329348cc8d30b8c9ffcb8f451bfd5526841fa29,2026-03-02T10:34:33-05:00,fix,no,terminal;tasks;ui_ux,ui_ux,,4,24,7,fix(rules): pre-fill rule modal with pilot-computed pattern instead of keyword extraction
523,4a0a8489dbdcf1c5c294459c9e15bf6aa63fe9e7,2026-03-02T15:34:48Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.2.6 [skip ci]
524,14de489e4e857c478cc542119b187efc36861497,2026-03-02T10:48:09-05:00,fix,no,deploy_release;ui_ux,ui_ux,,2,11,2,fix(dashboard): enlarge rule modal and ensure escalation data reaches _proposalData
525,fca9bb8d656871c93d68dab21886d58ed6c46423,2026-03-02T15:48:28Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.2.7 [skip ci]
526,ad35831b9c80a7bf6c7edd9e9f0caa5d604e0c02,2026-03-02T11:44:20-05:00,fix,no,tasks;ui_ux,,,4,11,3,fix(proposals): hide Always button for plan escalations
527,1f3e76d07cde6169c83907a816a7fbbf062738be,2026-03-02T16:44:44Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.2.8 [skip ci]
528,9f47254fba726ec889057e9b5876bb8181766f91,2026-03-02T13:06:59-05:00,style,no,settings;deploy_release;ui_ux,settings;ui_ux,,2,86,74,style(config): standardize config page layout with card sections and CSS classes
529,e9c872acf5e88977917c4a684b52696fb186fd59,2026-03-02T18:07:22Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.2.9 [skip ci]
530,2b829cc5b9ba5c03ef1d58a267ef7acbc46bd5fa,2026-03-02T20:22:09-05:00,docs,no,queen;jira;settings,queen;jira,,1,132,4,"docs(readme): document Jira integration, Queen oversight, coordination, custom LLMs, and missing API endpoints"
531,6bd783387962798283f6e26c56e8d75abfe28f62,2026-03-03T01:22:59Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.3 [skip ci]
532,b90eb4fa2e2337785313de6e16932c20045e6a37,2026-03-02T20:30:14-05:00,feat,no,jira;security_auth;settings,jira;security_auth;settings,,1,560,123,feat(config): add setup guide for Jira token auth mode
533,375ccd7bfc9b1da690b85c88541972244d2cb907,2026-03-03T01:30:43Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.3.2 [skip ci]
534,a9febebeb41bf80fbb4a97953e2f64efaa146b6e,2026-03-02T20:52:35-05:00,feat,no,tasks;jira;security_auth;settings;ui_ux;testing_quality,jira;security_auth;settings;ui_ux,,15,1250,64,"feat(jira): complete Jira integration — OAuth, two-way sync, config UI, dashboard buttons"
535,30ef960b236911c3efafeabcc60a30738402e219,2026-03-03T01:52:54Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.3.3 [skip ci]
536,4a380297c906b258346912bb32d9d6eab64f98ba,2026-03-02T21:21:18-05:00,feat,no,jira;security_auth;settings;ui_ux;testing_quality,jira;security_auth;settings;testing_quality,,6,200,112,"feat(jira): OAuth-first config, case-insensitive label filter, better preview errors"
537,59e05dfee6ea977dffc57f6d71256a3d2569b283,2026-03-03T02:21:57Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.3.4 [skip ci]
538,bded02679787baffb61bf5e48d9cb87437eb62f2,2026-03-02T21:36:35-05:00,fix,no,jira;email;security_auth;settings;testing_quality,jira;security_auth,,11,173,260,"fix(jira): remove token auth, fix doubled URL, persist OAuth credentials"
539,dce2691c7e1ab6ccae250aaf836fa6192e4cc182,2026-03-03T02:36:55Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.3.5 [skip ci]
540,26f6466661476a9a02d01232247569963d708d1c,2026-03-02T21:46:50-05:00,fix,no,jira;settings;testing_quality,jira,,4,7,6,"fix(jira): persist client_secret to YAML, remove default status filter"
541,e378a0b616985640ad1ccae75604e09218a544ba,2026-03-03T02:47:16Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.3.6 [skip ci]
542,7d10e505ad4fe14ee885df7ea20fd2df2fc82968,2026-03-02T22:00:03-05:00,fix,no,jira;security_auth;recovery;resources,jira;recovery;resources,,2,50,7,"fix(jira): add 410 recovery, log accessible resources, add Accept header"
543,a212ca4a5fae2a52831965921171355d3a9738f7,2026-03-03T03:00:29Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.3.7 [skip ci]
544,65bb2147cc84ca150ac81f7ace46c62b96d10962,2026-03-02T22:07:28-05:00,fix,no,terminal;jira,terminal;jira,,1,3,1,fix(jira): handle empty project in JQL builder
545,34bb654d88bf303b5f14579cff482d152bb6f780,2026-03-03T03:07:44Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.3.8 [skip ci]
546,82afedae15533246c206cdf54210f86f2a7143bc,2026-03-02T22:14:48-05:00,fix,no,jira;testing_quality,jira;testing_quality,,1,1,0,fix(jira): add warning log to preview endpoint for API errors
547,e119bf1719eace33e7ecfe65523750599f1448dc,2026-03-03T03:14:56Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.3.9 [skip ci]
548,b8eb70e869bc14ddfce906db5201eebd2ff2196e,2026-03-03T07:13:10-05:00,fix,no,jira,jira,,1,1,1,fix(jira): migrate to /rest/api/3/search/jql endpoint
549,c7a6c0949394754fcff7e570c527460b953a6adf,2026-03-03T12:13:20Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.3.10 [skip ci]
550,39cee6f0e61207bad4dce59013064a7fc2e9b635,2026-03-03T07:37:20-05:00,fix,no,terminal;jira;recovery;resources;settings,jira;recovery;resources;settings,,2,10,1,"fix(jira): valid fallback JQL, hot-reload log level on config save"
551,a1f05ecdc86b6390c5f47c33ccc70193b7beeb59,2026-03-03T12:37:29Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.3.11 [skip ci]
552,59c602885f50846fb8b5f191c3588e84e6b106c1,2026-03-03T08:18:14-05:00,docs,no,jira;security_auth;deploy_release,jira;security_auth;deploy_release,,1,8,25,"docs(readme): update Jira section to OAuth-only, remove token auth"
553,a540124736f5e3cad78c59794455aa1a4c6cfbae,2026-03-03T13:18:33Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.3.12 [skip ci]
554,af20a34e409e6e84e69c94cf1d78fdce6d3e68ad,2026-03-03T10:25:04-05:00,fix,no,jira;testing_quality,jira,,2,20,1,fix: add success log for Jira completion comments
555,183f867347a239cdd47897792067767c4ae9acae,2026-03-03T15:28:15Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.3.13 [skip ci]
556,983559672b6ce09e75d8c97d953b75ec5652943e,2026-03-03T10:44:15-05:00,feat,no,terminal;tasks;jira;security_auth;testing_quality,tasks;jira,,5,250,0,feat(jira): assign issue to current user on task completion
557,879ab963d0018771cbd4a87037e87bb39cc7fe73,2026-03-03T15:44:49Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.3.14 [skip ci]
558,6b60c7bbe9c0401b035e98ae1ff0b77ec211d52e,2026-03-03T10:51:51-05:00,fix,no,workers;messaging;deploy_release;testing_quality,workers;deploy_release,,2,22,1,fix: upgrade kill_worker log level from debug to info for visibility
559,028ac22d58043e998fefd25ff0a47a85e9840a0d,2026-03-03T15:52:03Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.3.15 [skip ci]
560,d913421c3e83df2ed63d412e8b4c5a4d92768ccd,2026-03-03T11:13:51-05:00,fix,no,terminal;jira;settings;testing_quality,terminal;jira,,3,51,4,fix(jira): merge status_map with defaults so empty {} doesn't break transitions
561,84ae866fad6444ccadafe7f5e8b5e66abec4e66b,2026-03-03T16:14:11Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.3.16 [skip ci]
562,f59e96cb5d8fad5611f8effce248018c07a3eb98,2026-03-03T14:06:14-05:00,fix,no,jira;security_auth;recovery;testing_quality,jira;security_auth;recovery,,2,63,1,fix(jira): retry account_id discovery on token refresh when missing
563,f877e0235f23c6faba565dd1c02d0301fd25f53d,2026-03-03T19:06:31Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.3.17 [skip ci]
564,a89e864bd73057e38a5e03c1d4e6fee44d0ad423,2026-03-03T22:36:38-05:00,fix,no,terminal;tasks;queen;drones;settings;ui_ux;testing_quality,terminal;drones,,16,619,27,"fix: production readiness audit — harden PTY, drones, server, and frontend"
565,4f207714ebdb98901ffcff8269db443874607a24,2026-03-04T03:37:04Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.4 [skip ci]
566,c69ebb51f9f775b01740ff3193eb46c881cfa0a4,2026-03-03T22:40:22-05:00,fix,no,drones;workers;testing_quality,testing_quality,,2,128,139,fix(lint): resolve C901/F841/RUF006/F401 in pilot and daemon
567,1d7b2950b4a1e90092c00bcb4d9a28065026ca3d,2026-03-04T03:40:39Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.4.2 [skip ci]
568,a983bb895d76281815829a7fcef47ccaf000e41b,2026-03-04T11:18:26-05:00,fix,no,terminal;tasks;drones;workers;jira;security_auth;resources;settings;providers;deploy_release;ui_ux,security_auth;resources,,28,282,106,"fix: production readiness audit Tier 1+2 — security, null-safety, resource leaks, type safety"
569,0b4f62661e03c8b39beb3af86e250a440f53168c,2026-03-04T11:30:54-05:00,fix,no,terminal;workers;mobile_pwa;settings;ui_ux;testing_quality,settings,,14,55,235,"fix(quality): Tier 3 — dead code, DRY, performance, config hardening"
570,10af3c0d7896431a0bce268729334182f12992dd,2026-03-04T11:34:36-05:00,fix,no,terminal;workers;providers;ui_ux,,,6,15,20,fix(quality): Tier 4 — polish and minor improvements
571,49c1d6fae11b401b55f18d9a2b28f9eb5c467593,2026-03-04T16:45:21Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.4.3 [skip ci]
572,2cb113f9aec637a78f5d61cb819c0ff72480c017,2026-03-04T12:14:47-05:00,docs,no,settings,settings,,1,11,0,docs(config): add admin consent guidance to Microsoft Graph setup
573,808b7f5d4f59b7fd5c7c73fed92a2b8544774a86,2026-03-04T17:15:09Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.4.4 [skip ci]
574,fa46c16480da884fe9fc2effe6a55c530e2e88c2,2026-03-04T12:36:20-05:00,fix,no,jira;security_auth;settings,jira;security_auth;settings,,3,15,3,"fix(config): preserve Jira credentials on save, widen inputs, add existing-app guidance"
575,857ea8b5bb843e2e402681b581bc53dd778fcd47,2026-03-04T17:36:42Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.4.5 [skip ci]
576,9967fd7bdbc475b7c341dcaf7eb76c6024dcf511,2026-03-04T12:48:21-05:00,fix,no,settings;ui_ux,settings;ui_ux,,1,3,3,fix(ui): widen all config input fields across all pages
577,4611bec28d3dfa575a60e8cbe7c9aa0c9ce92ee9,2026-03-04T17:48:31Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.4.6 [skip ci]
578,5df4dcced59c6cfcb9902f59c2023a06930144df,2026-03-04T12:56:39-05:00,fix,no,settings;ui_ux,settings;ui_ux,,1,6,4,fix(ui): make config inputs dynamically fill available space
579,27dc8b110d9b9e7d6ddecb7612d4a4c06ec136ba,2026-03-04T17:56:49Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.4.7 [skip ci]
580,005e6e46c90f7c3d7e8a159ebf97f02a92eb436c,2026-03-04T13:04:51-05:00,fix,no,ui_ux,ui_ux,,1,4,5,fix(ui): remove max-width caps so inputs fill all available space
581,b65a9ea740bdf0379d131958fe64cdd7abe29958,2026-03-04T18:05:03Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.4.8 [skip ci]
582,256baa1dcba12e7fcd259a858fb2134999735de8,2026-03-04T13:08:02-05:00,fix,no,settings;ui_ux,settings;ui_ux,,1,5,4,fix(ui): uniform 550px input width across all config fields
583,0d65ae5518e7fd504fd15f335f35f7525e76a165,2026-03-04T18:08:13Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.4.9 [skip ci]
584,db48dca678d32c8de3f57f912ba19b2f81bff1d4,2026-03-04T21:27:58-05:00,fix,no,drones;worker_state;workers;resources;ui_ux,worker_state;workers;resources,,5,197,11,fix(resources): only suspend SLEEPING workers during HIGH pressure
585,48934de95d51f48f1c210a553580d2ca95830083,2026-03-05T02:29:44Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.3.5 [skip ci]
